plot,species,abundance,day,month,year,habitat,hab_type
T4,Prioneris thestylis,2,20,9,2007,road,open
T4,Pseudozizeeria maha,2,20,9,2007,road,open
T4,Symbrenthia lilaea,1,20,9,2007,road,open
T4,Tirumala septentrionis,4,20,9,2007,road,open
T4,Vanessa cardui,13,20,9,2007,road,open
T4,Yasoda tripunctata,1,20,9,2007,road,open
T4,Ariadne ariadne,1,21,7,2007,road,open
T4,Catopsilia pomona,3,21,7,2007,road,open
T4,Cethosia biblis,2,21,7,2007,road,open
T4,Cupha erymanthis,1,21,7,2007,road,open
T4,Delias pasithoe,1,21,7,2007,road,open
T4,Euploea mulciber,7,21,7,2007,road,open
T4,Hebomoia glaucippe,2,21,7,2007,road,open
T4,Heliophorus ila,1,21,7,2007,road,open
T4,Papilio memnon,1,21,7,2007,road,open
T4,Parantica melaneus,3,21,7,2007,road,open
T4,Penthema mich,1,21,7,2007,road,open
T4,Prioneris thestylis,4,21,7,2007,road,open
T4,Pseudozizeeria maha,2,21,7,2007,road,open
T4,Symbrenthia lilaea,1,21,7,2007,road,open
T4,Tirumala septentrionis,4,21,7,2007,road,open
T4,Troides aeacus,1,21,7,2007,road,open
T4,Appias albina,2,6,10,2007,road,open
T4,Appias indra,1,6,10,2007,road,open
T4,Argyreus hyperbius,10,6,10,2007,road,open
T4,Astictopterus jama,1,6,10,2007,road,open
T4,Catochrysops panormus,1,6,10,2007,road,open
T4,Catopsilia pomona,1,6,10,2007,road,open
T4,Cethosia biblis,2,6,10,2007,road,open
T4,Delias pasithoe,1,6,10,2007,road,open
T4,Euploea mulciber,7,6,10,2007,road,open
T4,Eurema blanda,1,6,10,2007,road,open
T4,Graphium sarpedon,1,6,10,2007,road,open
T4,Hasora vitta,1,6,10,2007,road,open
T4,Ideopsis similis,2,6,10,2007,road,open
T4,Jamides alecto,2,6,10,2007,road,open
T4,Jamides bochus,3,6,10,2007,road,open
T4,Lamproptera curius,2,6,10,2007,road,open
T4,Melanitis leda,1,6,10,2007,road,open
T4,Nacaduba sp,1,6,10,2007,road,open
T4,Papilio protenor,2,6,10,2007,road,open
T4,Parantica aglea,1,6,10,2007,road,open
T4,Parantica melaneus,3,6,10,2007,road,open
T4,Parnara sp,8,6,10,2007,road,open
T4,Pelopidas sp,4,6,10,2007,road,open
T4,Pieris canidia,5,6,10,2007,road,open
T4,Prioneris thestylis,1,6,10,2007,road,open
T4,Pseudozizeeria maha,5,6,10,2007,road,open
T4,Ragadia crisilda,1,6,10,2007,road,open
T4,Tirumala septentrionis,2,6,10,2007,road,open
T4,Vindula erota,3,6,10,2007,road,open
T4,Appias pandione,5,8,10,2007,road,open
T4,Argyreus hyperbius,35,8,10,2007,road,open
T4,Bibasis vasutana,1,8,10,2007,road,open
T4,Cethosia biblis,4,8,10,2007,road,open
T4,Cirrochroa tyche,1,8,10,2007,road,open
T4,Cyrestis thyodamas,1,8,10,2007,road,open
T4,Euploea mulciber,14,8,10,2007,road,open
T4,Eurema blanda,2,8,10,2007,road,open
T4,Graphium sarpedon,1,8,10,2007,road,open
T4,Hebomoia glaucippe,1,8,10,2007,road,open
T4,Jamides bochus,5,8,10,2007,road,open
T4,Lamproptera curius,8,8,10,2007,road,open
T4,Lethe verma,3,8,10,2007,road,open
T4,Neptis clinia,1,8,10,2007,road,open
T4,Papilio helenus,2,8,10,2007,road,open
T4,Papilio memnon,3,8,10,2007,road,open
T4,Parantica aglea,2,8,10,2007,road,open
T4,Parantica melaneus,7,8,10,2007,road,open
T4,Parnara sp,4,8,10,2007,road,open
T4,Pieris canidia,19,8,10,2007,road,open
T4,Potanthus sp,1,8,10,2007,road,open
T4,Prioneris thestylis,1,8,10,2007,road,open
T4,Pseudozizeeria maha,20,8,10,2007,road,open
T4,Stibochiona nicea,1,8,10,2007,road,open
T4,Symbrenthia hypselis,2,8,10,2007,road,open
T4,Tirumala septentrionis,7,8,10,2007,road,open
T4,Vanessa cardui,1,8,10,2007,road,open
T4,Vindula erota,2,8,10,2007,road,open
T4,Ypthima baldus,5,8,10,2007,road,open
T4,Zemeros flegyas,1,8,10,2007,road,open
T4,Argyreus hyperbius,4,11,10,2008,road,open
T4,Celastrina lavendularis,1,11,10,2008,road,open
T4,Cethosia biblis,2,11,10,2008,road,open
T4,Danaus genutia,2,11,10,2008,road,open
T4,Euploea core,1,11,10,2008,road,open
T4,Euploea mulciber,11,11,10,2008,road,open
T4,Eurema hecabe,3,11,10,2008,road,open
T4,Hasora vitta,1,11,10,2008,road,open
T4,Jamides bochus,2,11,10,2008,road,open
T4,Lamproptera curius,1,11,10,2008,road,open
T4,Lethe verma,1,11,10,2008,road,open
T4,Mooreana trichoneura,1,11,10,2008,road,open
T4,Notocrypta curvifascia,1,11,10,2008,road,open
T4,Papilio helenus,1,11,10,2008,road,open
T4,Papilio memnon,1,11,10,2008,road,open
T4,Parnara sp,12,11,10,2008,road,open
T4,Pieris canidia,5,11,10,2008,road,open
T4,Pseudocoladenia sp,1,11,10,2008,road,open
T4,Pseudozizeeria maha,15,11,10,2008,road,open
T4,Tagiades litigiosa,2,11,10,2008,road,open
T4,Tirumala septentrionis,4,11,10,2008,road,open
T4,Ypthima baldus,3,11,10,2008,road,open
T4,Zemeros flegyas,2,11,10,2008,road,open
T4,Euploea mulciber,2,15,10,2008,road,open
T4,Hasora vitta,3,15,10,2008,road,open
T4,Hypolimnas bolina,1,15,10,2008,road,open
T4,Lamproptera curius,1,15,10,2008,road,open
T4,Lethe syrcis,2,15,10,2008,road,open
T4,Parnara sp,7,15,10,2008,road,open
T4,Pieris canidia,2,15,10,2008,road,open
T4,Pseudozizeeria maha,5,15,10,2008,road,open
T4,Ragadia crisilda,1,15,10,2008,road,open
T4,Tirumala septentrionis,1,15,10,2008,road,open
T4,Ypthima baldus,1,15,10,2008,road,open
T4,Appias albina,2,16,10,2008,road,open
T4,Argyreus hyperbius,13,16,10,2008,road,open
T4,Euploea mulciber,10,16,10,2008,road,open
T4,Eurema blanda,2,16,10,2008,road,open
T4,Heliophorus ila,1,16,10,2008,road,open
T4,Lamproptera curius,1,16,10,2008,road,open
T4,Parantica melaneus,1,16,10,2008,road,open
T4,Parnara sp,8,16,10,2008,road,open
T4,Pieris canidia,16,16,10,2008,road,open
T4,Prioneris thestylis,1,16,10,2008,road,open
T4,Pseudocolodenia dan,1,16,10,2008,road,open
T4,Pseudozizeeria maha,13,16,10,2008,road,open
T4,Ragadia crisilda,1,16,10,2008,road,open
T4,Tagiades litigiosa,2,16,10,2008,road,open
T4,Tirumala septentrionis,2,16,10,2008,road,open
T4,Ypthima baldus,3,16,10,2008,road,open
T4,Appias lyncida,1,17,6,2008,road,open
T4,Argyreus hyperbius,1,17,6,2008,road,open
T4,Athyma cama,1,17,6,2008,road,open
T4,Catopsilia pomona,3,17,6,2008,road,open
T4,Cethosia biblis,12,17,6,2008,road,open
T4,Cyrestis thyodamas,1,17,6,2008,road,open
T4,Delias agostina,1,17,6,2008,road,open
T4,Delias pasithoe,3,17,6,2008,road,open
T4,Euploea mulciber,9,17,6,2008,road,open
T4,Hebomoia glaucippe,1,17,6,2008,road,open
T4,Heliophorus ila,5,17,6,2008,road,open
T4,Hypolimnas bolina,1,17,6,2008,road,open
T4,Jamides bochus,1,17,6,2008,road,open
T4,Lampides boeticus,1,17,6,2008,road,open
T4,Lamproptera curius,6,17,6,2008,road,open
T4,Lethe verma,3,17,6,2008,road,open
T4,Melanitis leda,3,17,6,2008,road,open
T4,Papilio helenus,2,17,6,2008,road,open
T4,Papilio paris,1,17,6,2008,road,open
T4,Papilio protenor,1,17,6,2008,road,open
T4,Parantica melaneus,3,17,6,2008,road,open
T4,Parantica sita,1,17,6,2008,road,open
T4,Parnara sp,13,17,6,2008,road,open
T4,Pieris canidia,13,17,6,2008,road,open
T4,Pieris erutae,1,17,6,2008,road,open
T4,Prioneris thestylis,9,17,6,2008,road,open
T4,Pseudozizeeria maha,8,17,6,2008,road,open
T4,Stibochiona nicea,6,17,6,2008,road,open
T4,Stichophthalma howqua,6,17,6,2008,road,open
T4,Tirumala septentrionis,5,17,6,2008,road,open
T4,Vindula erota,1,17,6,2008,road,open
T4,Ypthima baldus,5,17,6,2008,road,open
T4,Appias albina,12,20,6,2008,road,open
T4,Argyreus hyperbius,30,20,6,2008,road,open
T4,Astictopterus jama,12,20,6,2008,road,open
T4,Athyma cama,10,20,6,2008,road,open
T4,Athyma selenophora,4,20,6,2008,road,open
T4,Catopsilia pomona,4,20,6,2008,road,open
T4,Cepora nadina,32,20,6,2008,road,open
T4,Cethosia biblis,68,20,6,2008,road,open
T4,Cirrochroa tyche,2,20,6,2008,road,open
T4,Cupha erymanthis,2,20,6,2008,road,open
T4,Danaus genutia,2,20,6,2008,road,open
T4,Delias pasithoe,8,20,6,2008,road,open
T4,Euploea mulciber,74,20,6,2008,road,open
T4,Eurema blanda,4,20,6,2008,road,open
T4,Graphium sarpedon,2,20,6,2008,road,open
T4,Heliophorus ila,8,20,6,2008,road,open
T4,Ixias pyrene,4,20,6,2008,road,open
T4,Jamides bochus,26,20,6,2008,road,open
T4,Lamproptera curius,66,20,6,2008,road,open
T4,Lethe syrcis,4,20,6,2008,road,open
T4,Lethe verma,2,20,6,2008,road,open
T4,Neptis hylas,6,20,6,2008,road,open
T4,Neptis sp,4,20,6,2008,road,open
T4,Papilio helenus,20,20,6,2008,road,open
T4,Papilio memnon,2,20,6,2008,road,open
T4,Papilio paris,4,20,6,2008,road,open
T4,Papilio protenor,22,20,6,2008,road,open
T4,Parantica aglea,2,20,6,2008,road,open
T4,Parantica melaneus,18,20,6,2008,road,open
T4,Parnara sp,82,20,6,2008,road,open
T4,Pieris canidia,36,20,6,2008,road,open
T4,Prioneris thestylis,4,20,6,2008,road,open
T4,Pseudozizeeria maha,70,20,6,2008,road,open
T4,Stibochiona nicea,8,20,6,2008,road,open
T4,Stichophthalma howqua,20,20,6,2008,road,open
T4,Symbrenthia lilaea,4,20,6,2008,road,open
T4,Tirumala septentrionis,70,20,6,2008,road,open
T4,Vagrans egista,6,20,6,2008,road,open
T4,Vanessa indica,8,20,6,2008,road,open
T4,Vindula erota,10,20,6,2008,road,open
T4,Ypthima baldus,8,20,6,2008,road,open
T4,Appias albina,6,21,6,2008,road,open
T4,Appias lyncida,2,21,6,2008,road,open
T4,Appias nero,1,21,6,2008,road,open
T4,Argyreus hyperbius,12,21,6,2008,road,open
T4,Astictopterus jama,1,21,6,2008,road,open
T4,Athyma cama,1,21,6,2008,road,open
T4,Catopsilia pomona,6,21,6,2008,road,open
T4,Cepora nadina,6,21,6,2008,road,open
T4,Cethosia biblis,11,21,6,2008,road,open
T4,Cirrochroa tyche,1,21,6,2008,road,open
T4,Cupha erymanthis,1,21,6,2008,road,open
T4,Danaus genutia,1,21,6,2008,road,open
T4,Euploea mulciber,11,21,6,2008,road,open
T4,Eurema blanda,2,21,6,2008,road,open
T4,Hebomoia glaucippe,5,21,6,2008,road,open
T4,Heliophorus ila,1,21,6,2008,road,open
T4,Hypolimnas bolina,1,21,6,2008,road,open
T4,Lamproptera curius,16,21,6,2008,road,open
T4,Neptis hylas,8,21,6,2008,road,open
T4,Papilio helenus,6,21,6,2008,road,open
T4,Papilio memnon,3,21,6,2008,road,open
T4,Papilio paris,5,21,6,2008,road,open
T4,Papilio polytes,1,21,6,2008,road,open
T4,Papilio protenor,10,21,6,2008,road,open
T4,Parantica aglea,1,21,6,2008,road,open
T4,Parantica melaneus,15,21,6,2008,road,open
T4,Parantica sita,1,21,6,2008,road,open
T4,Parnara sp,10,21,6,2008,road,open
T4,Pieris canidia,5,21,6,2008,road,open
T4,Prioneris thestylis,5,21,6,2008,road,open
T4,Pseudozizeeria maha,2,21,6,2008,road,open
T4,Stibochiona nicea,3,21,6,2008,road,open
T4,Stichophthalma howqua,5,21,6,2008,road,open
T4,Tirumala septentrionis,5,21,6,2008,road,open
T4,Vindula erota,2,21,6,2008,road,open
T4,Ypthima baldus,1,21,6,2008,road,open
T4,Appias albina,2,10,6,2012,road,open
T4,Appias lyncida,1,10,6,2012,road,open
T4,Argyreus hyperbius,4,10,6,2012,road,open
T4,Catopsilia pomona,2,10,6,2012,road,open
T4,Cethosia biblis,2,10,6,2012,road,open
T4,Cirrochroa tyche,3,10,6,2012,road,open
T4,Cyrestis thyodamas,1,10,6,2012,road,open
T4,Euploea eunice,1,10,6,2012,road,open
T4,Euploea mulciber,8,10,6,2012,road,open
T4,Eurema blanda,2,10,6,2012,road,open
T4,Hebomoia glaucippe,3,10,6,2012,road,open
T4,Hypolimnas bolina,2,10,6,2012,road,open
T4,Ixias pyrene,1,10,6,2012,road,open
T4,Jamides bochus,1,10,6,2012,road,open
T4,Lamproptera curius,1,10,6,2012,road,open
T4,Papilio helenus,3,10,6,2012,road,open
T4,Papilio paris,2,10,6,2012,road,open
T4,Papilio polytes,2,10,6,2012,road,open
T4,Papilio protenor,3,10,6,2012,road,open
T4,Parantica aglea,1,10,6,2012,road,open
T4,Parnara sp,11,10,6,2012,road,open
T4,Pieris canidia,4,10,6,2012,road,open
T4,Pseudozizeeria maha,4,10,6,2012,road,open
T4,Stichophthalma howqua,10,10,6,2012,road,open
T4,Tirumala septentrionis,3,10,6,2012,road,open
T4,Vagrans egista,2,10,6,2012,road,open
T4,Appias albina,1,12,10,2012,road,open
T4,Argyreus hyperbius,4,12,10,2012,road,open
T4,Cethosia biblis,1,12,10,2012,road,open
T4,Euploea mulciber,3,12,10,2012,road,open
T4,Eurema hecabe,5,12,10,2012,road,open
T4,Hebomoia glaucippe,1,12,10,2012,road,open
T4,Jamides bochus,1,12,10,2012,road,open
T4,Jamides celeno,2,12,10,2012,road,open
T4,Junonia atlites,1,12,10,2012,road,open
T4,Lethe syrcis,1,12,10,2012,road,open
T4,Mycalesis mineus,1,12,10,2012,road,open
T4,Papilio helenus,1,12,10,2012,road,open
T4,Parantica aglea,2,12,10,2012,road,open
T4,Parnara sp,8,12,10,2012,road,open
T4,Pieris canidia,6,12,10,2012,road,open
T4,Prioneris philonome,3,12,10,2012,road,open
T4,Pseudozizeeria maha,8,12,10,2012,road,open
T4,Ragadia crisilda,1,12,10,2012,road,open
T4,Stibochiona nicea,2,12,10,2012,road,open
T4,Tirumala septentrionis,1,12,10,2012,road,open
T4,Ypthima baldus,4,12,10,2012,road,open
T4,Argyreus hyperbius,7,13,10,2012,road,open
T4,Danaus genutia,2,13,10,2012,road,open
T4,Euploea mulciber,4,13,10,2012,road,open
T4,Eurema andersonii,1,13,10,2012,road,open
T4,Eurema blanda,1,13,10,2012,road,open
T4,IAMbrix salsala,1,13,10,2012,road,open
T4,Jamides bochus,1,13,10,2012,road,open
T4,Jamides celeno,1,13,10,2012,road,open
T4,Lamproptera curius,2,13,10,2012,road,open
T4,Lethe syrcis,3,13,10,2012,road,open
T4,Lethe verma,1,13,10,2012,road,open
T4,Mycalesis inopia,1,13,10,2012,road,open
T4,Mycalesis mineus,1,13,10,2012,road,open
T4,Papilio helenus,1,13,10,2012,road,open
T4,Parantica aglea,2,13,10,2012,road,open
T4,Parnara sp,3,13,10,2012,road,open
T4,Pieris canidia,9,13,10,2012,road,open
T4,Pseudozizeeria maha,5,13,10,2012,road,open
T4,Stibochiona nicea,1,13,10,2012,road,open
T4,Tirumala septentrionis,5,13,10,2012,road,open
T4,Vindula erota,1,13,10,2012,road,open
T4,Ypthima baldus,1,13,10,2012,road,open
T4,Zemeros flegyas,1,13,10,2012,road,open
T4,Appias albina,1,14,10,2012,road,open
T4,Argyreus hyperbius,4,14,10,2012,road,open
T4,Cethosia biblis,1,14,10,2012,road,open
T4,Euploea mulciber,3,14,10,2012,road,open
T4,Eurema blanda,5,14,10,2012,road,open
T4,Hebomoia glaucippe,1,14,10,2012,road,open
T4,Jamides bochus,1,14,10,2012,road,open
T4,Jamides celeno,2,14,10,2012,road,open
T4,Junonia atlites,1,14,10,2012,road,open
T4,Lethe syrcis,1,14,10,2012,road,open
T4,Mycalesis mineus,1,14,10,2012,road,open
T4,Papilio helenus,1,14,10,2012,road,open
T4,Parantica aglea,2,14,10,2012,road,open
T4,Parnara sp,8,14,10,2012,road,open
T4,Pieris canidia,6,14,10,2012,road,open
T4,Prioneris philonome,3,14,10,2012,road,open
T4,Pseudozizeeria maha,8,14,10,2012,road,open
T4,Ragadia crisilda,1,14,10,2012,road,open
T4,Stibochiona nicea,2,14,10,2012,road,open
T4,Tirumala septentrionis,1,14,10,2012,road,open
T4,Ypthima baldus,4,14,10,2012,road,open
T4,Argyreus hyperbius,2,16,7,2012,road,open
T4,Catopsilia pomona,2,16,7,2012,road,open
T4,Euploea eunice,1,16,7,2012,road,open
T4,Euploea mulciber,3,16,7,2012,road,open
T4,Euploea sylvesta,1,16,7,2012,road,open
T4,Euripus nyctelius,1,16,7,2012,road,open
T4,Notocrypta curvifascia,1,16,7,2012,road,open
T4,Papilio polytes,1,16,7,2012,road,open
T4,Pelopidas agna,1,16,7,2012,road,open
T4,Pieris canidia,2,16,7,2012,road,open
T4,Prioneris thestylis,3,16,7,2012,road,open
T4,Pseudozizeeria maha,1,16,7,2012,road,open
T4,Stichophthalma howqua,1,16,7,2012,road,open
T4,Tirumala septentrionis,3,16,7,2012,road,open
T4,Vindula erota,1,16,7,2012,road,open
T4,Argyreus hyperbius,1,17,7,2012,road,open
T4,Cethosia biblis,1,17,7,2012,road,open
T4,Charaxes aristogiton,1,17,7,2012,road,open
T4,Danaus genutia,1,17,7,2012,road,open
T4,Euploea mulciber,3,17,7,2012,road,open
T4,Euploea sylvesta,1,17,7,2012,road,open
T4,Hypolimnas bolina,1,17,7,2012,road,open
T4,Papilio helenus,1,17,7,2012,road,open
T4,Parantica aglea,2,17,7,2012,road,open
T4,Pieris canidia,2,17,7,2012,road,open
T4,Stichophthalma howqua,4,17,7,2012,road,open
T4,Vindula erota,3,17,7,2012,road,open
T4,Argyreus hyperbius,2,23,8,2012,road,open
T4,Euploea mulciber,1,23,8,2012,road,open
T4,Papilio helenus,2,23,8,2012,road,open
T4,Pieris canidia,2,23,8,2012,road,open
T4,Zemeros flegyas,1,23,8,2012,road,open
T4,Argyreus hyperbius,3,25,8,2012,road,open
T4,Catopsilia pomona,1,25,8,2012,road,open
T4,Cethosia biblis,1,25,8,2012,road,open
T4,Euploea mulciber,5,25,8,2012,road,open
T4,Papilio helenus,2,25,8,2012,road,open
T4,Papilio protenor,1,25,8,2012,road,open
T4,Parnara sp,8,25,8,2012,road,open
T4,Pieris canidia,2,25,8,2012,road,open
T4,Prioneris thestylis,1,25,8,2012,road,open
T4,Stichophthalma howqua,2,25,8,2012,road,open
T4,Appias lyncida,1,27,10,2012,road,open
T4,Argyreus hyperbius,8,27,10,2012,road,open
T4,Catopsilia pomona,1,27,10,2012,road,open
T4,Cethosia biblis,1,27,10,2012,road,open
T4,Chersonesia risa,1,27,10,2012,road,open
T4,Cyrestis thyodamas,1,27,10,2012,road,open
T4,Danaus genutia,3,27,10,2012,road,open
T4,Delias hyparete,1,27,10,2012,road,open
T4,Euploea core,1,27,10,2012,road,open
T4,Euploea mulciber,20,27,10,2012,road,open
T4,Euploea tulliolus,3,27,10,2012,road,open
T4,Eurema blanda,8,27,10,2012,road,open
T4,Hebomoia glaucippe,1,27,10,2012,road,open
T4,Ideopsis similis,3,27,10,2012,road,open
T4,Jamides bochus,1,27,10,2012,road,open
T4,Jamides celeno,1,27,10,2012,road,open
T4,Lampides boeticus,1,27,10,2012,road,open
T4,Lamproptera curius,7,27,10,2012,road,open
T4,Mycalesis inopia,1,27,10,2012,road,open
T4,Papilio helenus,1,27,10,2012,road,open
T4,Papilio memnon,1,27,10,2012,road,open
T4,Parantica aglea,2,27,10,2012,road,open
T4,Parantica melaneus,1,27,10,2012,road,open
T4,Parnara sp,1,27,10,2012,road,open
T4,Parthenos sylvia,3,27,10,2012,road,open
T4,Pieris canidia,2,27,10,2012,road,open
T4,Prioneris thestylis,1,27,10,2012,road,open
T4,Pseudozizeeria maha,3,27,10,2012,road,open
T4,Stibochiona nicea,1,27,10,2012,road,open
T4,Tirumala septentrionis,6,27,10,2012,road,open
T4,Vagrans egista,1,27,10,2012,road,open
T4,Appias albina,3,13,10,2013,road,open
T4,Cirrochroa tyche,1,13,10,2013,road,open
T4,Cyrestis thyodamas,1,13,10,2013,road,open
T4,Euploea eunice,1,13,10,2013,road,open
T4,Euploea mulciber,11,13,10,2013,road,open
T4,Eurema hecabe,6,13,10,2013,road,open
T4,Ideopsis similis,1,13,10,2013,road,open
T4,Jamides bochus,3,13,10,2013,road,open
T4,Jamides celeno,2,13,10,2013,road,open
T4,Junonia almana,1,13,10,2013,road,open
T4,Lamproptera curius,2,13,10,2013,road,open
T4,Lethe verma,1,13,10,2013,road,open
T4,Parantica aglea,5,13,10,2013,road,open
T4,Parantica melaneus,11,13,10,2013,road,open
T4,Parthenos sylvia,1,13,10,2013,road,open
T4,Pieris canidia,9,13,10,2013,road,open
T4,Tirumala septentrionis,2,13,10,2013,road,open
T4,Vagrans egista,1,13,10,2013,road,open
T4,Ypthima baldus,2,13,10,2013,road,open
T4,Appias albina,3,13,7,2013,road,open
T4,Appias indra,1,13,7,2013,road,open
T4,Catopsilia pomona,4,13,7,2013,road,open
T4,Cepora nadina,1,13,7,2013,road,open
T4,Cethosia biblis,3,13,7,2013,road,open
T4,Cirrochroa tyche,3,13,7,2013,road,open
T4,Cyrestis thyodamas,1,13,7,2013,road,open
T4,Euploea mulciber,11,13,7,2013,road,open
T4,Ideopsis similis,1,13,7,2013,road,open
T4,Junonia almana,1,13,7,2013,road,open
T4,Pieris canidia,4,13,7,2013,road,open
T4,Prioneris thestylis,1,13,7,2013,road,open
T4,Pseudozizeeria maha,1,13,7,2013,road,open
T4,Stichophthalma howqua,3,13,7,2013,road,open
T4,Tirumala septentrionis,12,13,7,2013,road,open
T4,Vagrans egista,1,13,7,2013,road,open
T4,Vindula erota,2,13,7,2013,road,open
T4,Zemeros flegyas,1,13,7,2013,road,open
T4,Appias albina,1,17,8,2013,road,open
T4,Argyreus hyperbius,1,17,8,2013,road,open
T4,Ariadne ariadne,1,17,8,2013,road,open
T4,Catopsilia pomona,4,17,8,2013,road,open
T4,Cirrochroa tyche,1,17,8,2013,road,open
T4,Cupha erymanthis,1,17,8,2013,road,open
T4,Euploea core,2,17,8,2013,road,open
T4,Euploea mulciber,14,17,8,2013,road,open
T4,Eurema hecabe,1,17,8,2013,road,open
T4,Hypolimnas bolina,1,17,8,2013,road,open
T4,Ideopsis similis,1,17,8,2013,road,open
T4,Mycalesis misenus,1,17,8,2013,road,open
T4,Papilio memnon,1,17,8,2013,road,open
T4,Papilio paris,1,17,8,2013,road,open
T4,Parantica melaneus,1,17,8,2013,road,open
T4,Parantica swinhoei,2,17,8,2013,road,open
T4,Parnara sp,1,17,8,2013,road,open
T4,Pieris canidia,4,17,8,2013,road,open
T4,Stibochiona nicea,1,17,8,2013,road,open
T4,Tirumala septentrionis,9,17,8,2013,road,open
T4,Vagrans egista,1,17,8,2013,road,open
T4,Appias albina,3,18,5,2013,road,open
T4,Argyreus hyperbius,2,18,5,2013,road,open
T4,Cyrestis thyodamas,3,18,5,2013,road,open
T4,Danaus genutia,1,18,5,2013,road,open
T4,Euploea mulciber,11,18,5,2013,road,open
T4,Euploea tulliolus,1,18,5,2013,road,open
T4,Graphium sarpedon,4,18,5,2013,road,open
T4,Heliophorus ila,5,18,5,2013,road,open
T4,Jamides bochus,2,18,5,2013,road,open
T4,Kanisca canace,2,18,5,2013,road,open
T4,Lamproptera curius,3,18,5,2013,road,open
T4,Lethe syrcis,1,18,5,2013,road,open
T4,Papilio helenus,4,18,5,2013,road,open
T4,Papilio memnon,1,18,5,2013,road,open
T4,Papilio paris,2,18,5,2013,road,open
T4,Parantica aglea,2,18,5,2013,road,open
T4,Parnara sp,1,18,5,2013,road,open
T4,Pelopidas sp,2,18,5,2013,road,open
T4,Pieris canidia,38,18,5,2013,road,open
T4,Prioneris thestylis,1,18,5,2013,road,open
T4,Stibochiona nicea,2,18,5,2013,road,open
T4,Stichophthalma howqua,10,18,5,2013,road,open
T4,Symbrenthia lilaea,1,18,5,2013,road,open
T4,Tirumala septentrionis,7,18,5,2013,road,open
T4,Vagrans egista,7,18,5,2013,road,open
T4,Appias albina,34,19,5,2013,road,open
T4,Argyreus hyperbius,2,19,5,2013,road,open
T4,Athyma cama,1,19,5,2013,road,open
T4,Cethosia biblis,1,19,5,2013,road,open
T4,Cirrochroa tyche,3,19,5,2013,road,open
T4,Cyrestis thyodamas,3,19,5,2013,road,open
T4,Euploea mulciber,4,19,5,2013,road,open
T4,Euploea tulliolus,1,19,5,2013,road,open
T4,Hasora vitta,1,19,5,2013,road,open
T4,Heliophorus ila,1,19,5,2013,road,open
T4,Jamides bochus,1,19,5,2013,road,open
T4,Papilio helenus,5,19,5,2013,road,open
T4,Papilio memnon,1,19,5,2013,road,open
T4,Papilio paris,1,19,5,2013,road,open
T4,Pieris canidia,2,19,5,2013,road,open
T4,Stichophthalma howqua,6,19,5,2013,road,open
T4,Symbrenthia lilaea,2,19,5,2013,road,open
T4,Tirumala septentrionis,5,19,5,2013,road,open
T4,Troides aeacus,1,19,5,2013,road,open
T4,Vagrans egista,2,19,5,2013,road,open
T4,Ypthima baldus,2,19,5,2013,road,open
T4,Argyreus hyperbius,2,22,9,2013,road,open
T4,Ariadne ariadne,1,22,9,2013,road,open
T4,Athyma cama,1,22,9,2013,road,open
T4,Cethosia biblis,1,22,9,2013,road,open
T4,Chersonesia risa,1,22,9,2013,road,open
T4,Cirrochroa tyche,2,22,9,2013,road,open
T4,Delias pasithoe,1,22,9,2013,road,open
T4,Euploea mulciber,9,22,9,2013,road,open
T4,Eurema hecabe,1,22,9,2013,road,open
T4,Ideopsis similis,1,22,9,2013,road,open
T4,Jamides bochus,1,22,9,2013,road,open
T4,Jamides celeno,1,22,9,2013,road,open
T4,Lamproptera curius,2,22,9,2013,road,open
T4,Mycalesis misenus,1,22,9,2013,road,open
T4,Papilio helenus,1,22,9,2013,road,open
T4,Parantica aglea,1,22,9,2013,road,open
T4,Parantica melaneus,2,22,9,2013,road,open
T4,Parnara sp,4,22,9,2013,road,open
T4,Pieris canidia,6,22,9,2013,road,open
T4,Taraka hamada,1,22,9,2013,road,open
T4,Tirumala septentrionis,5,22,9,2013,road,open
T4,Vagrans egista,2,22,9,2013,road,open
T4,Vindula erota,1,22,9,2013,road,open
T4,Yasoda tripunctata,1,22,9,2013,road,open
T4,Ypthima baldus,1,22,9,2013,road,open
T4,Argyreus hyperbius,1,4,6,2013,road,open
T4,Atrophaneura aidoneus,2,4,6,2013,road,open
T4,Cethosia biblis,5,4,6,2013,road,open
T4,Cethosia cyane,1,4,6,2013,road,open
T4,Delias acalis,1,4,6,2013,road,open
T4,Euploea eunice,1,4,6,2013,road,open
T4,Euploea mulciber,26,4,6,2013,road,open
T4,Euploea tulliolus,4,4,6,2013,road,open
T4,Eurema hecabe,2,4,6,2013,road,open
T4,Graphium sarpedon,1,4,6,2013,road,open
T4,Lamproptera curius,28,4,6,2013,road,open
T4,Lethe naga,1,4,6,2013,road,open
T4,Lethe verma,2,4,6,2013,road,open
T4,Melanitis leda,1,4,6,2013,road,open
T4,Papilio paris,1,4,6,2013,road,open
T4,Parantica aglea,1,4,6,2013,road,open
T4,Parantica melaneus,3,4,6,2013,road,open
T4,Parnara sp,6,4,6,2013,road,open
T4,Pelopidas sp,1,4,6,2013,road,open
T4,Pieris canidia,10,4,6,2013,road,open
T4,Prioneris thestylis,3,4,6,2013,road,open
T4,Pyroneura sp,1,4,6,2013,road,open
T4,Stichophthalma howqua,4,4,6,2013,road,open
T4,Symbrenthia hypselis,1,4,6,2013,road,open
